"Date","SP500","NASDAQ","DowJones","FTSE100","DAX","CAC40","Nikkei225","HangSeng","SSEComposite","KOSPI","Sensex"
2001-10-31,1059.78002929688,1690.19995117188,9075.1396484375,5039.7001953125,4559.1298828125,4341.2900390625,10366.33984375,10073.9697265625,1689.17004394531,537.809997558594,2989.35009765625
2001-11-30,1139.44995117188,1930.57995605469,9851.5595703125,5203.60009765625,4989.91015625,4476.06005859375,10697.4404296875,11279.25,1747.99304199219,643.890014648438,NA
2001-12-31,1148.07995605469,1950.40002441406,10021.5703125,5217.39990234375,NA,NA,NA,11397.2099609375,1645.97094726562,NA,3262.330078125
2002-01-31,1130.19995117188,1934.03002929688,9920,5164.7998046875,5107.60986328125,4461.8701171875,9997.7998046875,10725.2998046875,1491.6650390625,748.070007324219,3311.03002929688
2002-02-28,1106.72998046875,1731.48999023438,10106.1298828125,5101,5039.080078125,4462.990234375,10587.830078125,10482.5498046875,1524.70104980469,819.989990234375,3562.31005859375
2002-03-31,1147.39001464844,1845.34997558594,10403.9404296875,NA,NA,NA,11024.9404296875,NA,1603.90502929688,895.580017089844,NA
2002-04-30,1076.92004394531,1688.22998046875,9946.2197265625,5165.60009765625,5041.2001953125,4462.740234375,11492.5400390625,11497.580078125,1667.7490234375,842.340026855469,3338.15991210938
2002-05-31,1067.14001464844,1615.72998046875,9925.25,5085.10009765625,4818.2998046875,4274.64013671875,11763.7001953125,11301.9404296875,1515.73303222656,796.400024414062,3125.72998046875
2002-06-30,989.820007324219,1463.2099609375,9243.259765625,4656.39990234375,4382.56005859375,3897.98999023438,10621.83984375,10598.5498046875,1732.75500488281,742.719970703125,3244.69995117188
2002-07-31,911.619995117188,1328.26000976562,8736.58984375,4246.2001953125,3700.13989257812,3415.3798828125,9877.9404296875,10267.3603515625,1651.59399414062,717.989990234375,2987.64990234375
2002-08-31,916.070007324219,1314.84997558594,8663.5,4227.2998046875,3712.93994140625,3366.2099609375,9619.2998046875,10043.8701171875,1666.61804199219,736.400024414062,3181.22998046875
2002-09-30,815.280029296875,1172.06005859375,7591.93017578125,3721.80004882812,2769.03002929688,2777.44995117188,9383.2900390625,9072.2099609375,NA,646.419982910156,2991.36010742188
